#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"linkage group LG17","NC_043013.1",40385721,40389169,"-",115220735,"LOC115220735","-","XP_029646740.1",1108,"mucin-2-like"
"linkage group LG17","NC_043013.1",40390124,40407334,"-",115220736,"LOC115220736","-","XP_029646741.1",2046,"mucin-5AC-like"
"linkage group LG17","NC_043013.1",40466750,40467436,"+",115220737,"LOC115220737","-","XP_029646742.1",228,"uncharacterized protein LOC115220737"
"linkage group LG4","NC_043000.1",71117273,71119762,"+",115210479,"LOC115210479","-","XP_029634942.1",392,"kelch-like protein 2"
"linkage group LG4","NC_043000.1",71273338,71300689,"+",115210289,"LOC115210289","-","XP_029634656.1",3060,"uncharacterized protein LOC115210289"
"linkage group LG4","NC_043000.1",71496992,71498607,"-",115211038,"LOC115211038","-","XP_029635762.1",130,"kelch-like protein 5"
"linkage group LG4","NC_043000.1",71591286,71625504,"-",115210480,"LOC115210480","-","XP_029634943.1",235,"cilia- and flagella-associated protein 300-like"
"linkage group LG4","NC_043000.1",71626935,71627597,"+",115210481,"LOC115210481","-","XP_029634944.1",220,"uncharacterized protein LOC115210481"
"linkage group LG4","NC_043000.1",71679099,71681424,"+",115210300,"LOC115210300","-","XP_029634682.1",549,"phosphatidylserine lipase ABHD16A-like"
"linkage group LG4","NC_043000.1",71688511,71713442,"-",115210482,"LOC115210482","-","XP_029634945.1",285,"decaprenyl-diphosphate synthase subunit 1-like"
"linkage group LG4","NC_043000.1",71781418,71782107,"+",115210903,"LOC115210903","-","XP_029635540.1",229,"transmembrane protein 169-like"
"linkage group LG4","NC_043000.1",71781418,71782107,"+",115210903,"LOC115210903","-","XP_029635541.1",229,"transmembrane protein 169-like"
"linkage group LG4","NC_043000.1",71880331,71897000,"-",115210675,"LOC115210675","-","XP_029635206.1",736,"collagen alpha-5(VI) chain-like"
"linkage group LG4","NC_043000.1",71929384,71932555,"-",115210483,"LOC115210483","-","XP_029634946.1",294,"uncharacterized protein LOC115210483"
"linkage group LG4","NC_043000.1",71964044,71994507,"-",115210485,"LOC115210485","-","XP_029634947.1",272,"matrilin-3-like"
"linkage group LG4","NC_043000.1",72094676,72129411,"+",115210905,"LOC115210905","-","XP_029635543.1",642,"collagen alpha-5(VI) chain-like"
"linkage group LG4","NC_043000.1",72170868,72251422,"+",115210907,"LOC115210907","-","XP_029635544.1",230,"cartilage matrix protein-like"
"linkage group LG4","NC_043000.1",72271594,72303551,"+",115210486,"LOC115210486","-","XP_029634948.1",420,"collagen alpha-5(VI) chain-like"
"linkage group LG4","NC_043000.1",72382849,72487590,"+",115210316,"LOC115210316","-","XP_029634701.1",809,"cartilage matrix protein-like"
"linkage group LG4","NC_043000.1",72510956,72537539,"+",115210317,"LOC115210317","-","XP_029634702.1",608,"collagen alpha-5(VI) chain-like"
"linkage group LG4","NC_043000.1",72550140,72655957,"-",115210712,"LOC115210712","-","XP_029635267.1",858,"major facilitator superfamily domain-containing protein 6-like"
"linkage group LG4","NC_043000.1",72720569,72774544,"+",115210487,"LOC115210487","-","XP_029634949.1",265,"E3 ubiquitin-protein ligase RNF113A-like"
"linkage group LG4","NC_043000.1",72821581,72926639,"+",115210488,"LOC115210488","-","XP_029634951.1",392,"D-ribitol-5-phosphate cytidylyltransferase-like"
"linkage group LG4","NC_043000.1",72938337,73115565,"-",115210345,"LOC115210345","-","XP_029634741.1",393,"D-ribitol-5-phosphate cytidylyltransferase-like isoform X1"
"linkage group LG4","NC_043000.1",72938337,73115337,"-",115210345,"LOC115210345","-","XP_029634743.1",363,"D-ribitol-5-phosphate cytidylyltransferase-like isoform X3"
"linkage group LG4","NC_043000.1",72955954,73115565,"-",115210345,"LOC115210345","-","XP_029634742.1",372,"D-ribitol-5-phosphate cytidylyltransferase-like isoform X2"
"linkage group LG4","NC_043000.1",73178977,73216454,"-",115210700,"LOC115210700","-","XP_029635245.1",363,"divergent protein kinase domain 2A-like isoform X2"
"linkage group LG4","NC_043000.1",73178977,73216454,"-",115210700,"LOC115210700","-","XP_029635244.1",404,"divergent protein kinase domain 2A-like isoform X1"
"linkage group LG4","NC_043000.1",73297552,73310979,"+",115210489,"LOC115210489","-","XP_029634952.1",233,"uncharacterized protein LOC115210489"
"linkage group LG4","NC_043000.1",73326543,73337052,"-",115210490,"LOC115210490","-","XP_029634953.1",156,"craniofacial development protein 2-like"
"linkage group LG17","NC_043013.1",40654780,40980703,"-",115220897,"LOC115220897","-","XP_029646955.1",2663,"unconventional myosin-XV-like isoform X3"
"linkage group LG17","NC_043013.1",40654780,40980703,"-",115220897,"LOC115220897","-","XP_029646954.1",2669,"unconventional myosin-XV-like isoform X2"
"linkage group LG17","NC_043013.1",40654780,40980703,"-",115220897,"LOC115220897","-","XP_029646953.1",2697,"unconventional myosin-XV-like isoform X1"
"linkage group LG17","NC_043013.1",41972224,42290560,"+",115220895,"LOC115220895","-","XP_029646952.1",909,"xylosyltransferase 2-like"
"linkage group LG17","NC_043013.1",42427487,42427930,"-",115220738,"LOC115220738","-","XP_029646743.1",147,"uncharacterized protein LOC115220738"
"linkage group LG17","NC_043013.1",42453414,42576219,"+",115220704,"LOC115220704","-","XP_029646710.1",1118,"serine/threonine-protein kinase par-1-like isoform X1"
"linkage group LG17","NC_043013.1",42453414,42576219,"+",115220704,"LOC115220704","-","XP_029646711.1",1097,"bone morphogenetic protein receptor type-2-like isoform X2"
"linkage group LG17","NC_043013.1",42600705,42687633,"-",115220790,"LOC115220790","-","XP_029646795.1",498,"limb region 1 protein homolog"
"linkage group LG17","NC_043013.1",42703699,42723522,"+",115221088,"LOC115221088","-","XP_029647164.1",748,"methionine synthase reductase-like isoform X1"
"linkage group LG17","NC_043013.1",42710212,42723522,"+",115221088,"LOC115221088","-","XP_029647165.1",640,"methionine synthase reductase-like isoform X2"
"linkage group LG17","NC_043013.1",42737442,42760043,"+",115221110,"LOC115221110","-","XP_029647183.1",694,"uncharacterized protein LOC115221110"
"linkage group LG17","NC_043013.1",42831509,42847927,"-",115220739,"LOC115220739","-","XP_029646744.1",445,"uncharacterized protein LOC115220739"
"linkage group LG17","NC_043013.1",42857531,42882400,"-",115220768,"LOC115220768","-","XP_029646770.1",824,"scaffold attachment factor B2-like isoform X3"
"linkage group LG17","NC_043013.1",42857531,42882400,"-",115220768,"LOC115220768","-","XP_029646769.1",867,"scaffold attachment factor B2-like isoform X2"
"linkage group LG17","NC_043013.1",42857531,42882400,"-",115220768,"LOC115220768","-","XP_029646768.1",868,"scaffold attachment factor B2-like isoform X1"
"linkage group LG17","NC_043013.1",42857808,42882400,"-",115220768,"LOC115220768","-","XP_029646771.1",729,"scaffold attachment factor B2-like isoform X4"
"linkage group LG17","NC_043013.1",42890475,42900705,"-",115221091,"LOC115221091","-","XP_029647167.1",414,"apical junction molecule-like"
"linkage group LG17","NC_043013.1",42906192,42912968,"-",115220689,"LOC115220689","-","XP_029646680.1",268,"uncharacterized protein LOC115220689"
"linkage group LG17","NC_043013.1",42923859,42955975,"-",115220688,"LOC115220688","-","XP_029646679.1",975,"scaffold attachment factor B1-like isoform X3"
"linkage group LG17","NC_043013.1",42923859,42955975,"-",115220688,"LOC115220688","-","XP_029646678.1",1023,"scaffold attachment factor B1-like isoform X2"
"linkage group LG17","NC_043013.1",42923859,42955975,"-",115220688,"LOC115220688","-","XP_029646677.1",1024,"scaffold attachment factor B1-like isoform X1"
"linkage group LG17","NC_043013.1",42961820,42969085,"+",115220740,"LOC115220740","-","XP_029646745.1",334,"uncharacterized protein LOC115220740"
"linkage group LG17","NC_043013.1",42974890,43009119,"+",115220826,"LOC115220826","-","XP_029646860.1",1020,"scaffold attachment factor B1-like isoform X1"
"linkage group LG17","NC_043013.1",42974890,43009119,"+",115220826,"LOC115220826","-","XP_029646861.1",1019,"scaffold attachment factor B1-like isoform X2"
"linkage group LG17","NC_043013.1",43013797,43048257,"+",115220778,"LOC115220778","-","XP_029646786.1",1010,"scaffold attachment factor B1-like"
"linkage group LG4","NC_043000.1",73383665,73498004,"+",115210414,"LOC115210414","-","XP_029634872.1",580,"cyclin-D-binding Myb-like transcription factor 1 isoform X1"
"linkage group LG4","NC_043000.1",73383665,73498004,"+",115210414,"LOC115210414","-","XP_029634873.1",579,"cyclin-D-binding Myb-like transcription factor 1 isoform X2"
"linkage group LG4","NC_043000.1",73430317,73498004,"+",115210414,"LOC115210414","-","XP_029634875.1",500,"cyclin-D-binding Myb-like transcription factor 1 isoform X3"
"linkage group LG4","NC_043000.1",73654040,73723176,"-",115210926,"LOC115210926","-","XP_029635575.1",169,"calcium-dependent protein kinase 12-like"
"linkage group LG4","NC_043000.1",73826052,73826810,"-",115210491,"LOC115210491","-","XP_029634954.1",252,"uncharacterized protein LOC115210491"
"linkage group LG4","NC_043000.1",73856741,73861838,"-",115211066,"LOC115211066","-","XP_029635813.1",350,"membrane progestin receptor gamma-like"
"linkage group LG4","NC_043000.1",73903133,73904744,"-",115210492,"LOC115210492","-","XP_029634955.1",404,"general transcription factor II-I repeat domain-containing protein 2A-like"
"linkage group LG4","NC_043000.1",74168499,74369830,"+",115210632,"LOC115210632","-","XP_029635137.1",1158,"condensin-2 complex subunit G2-like isoform X1"
"linkage group LG4","NC_043000.1",74168499,74369830,"+",115210632,"LOC115210632","-","XP_029635140.1",1067,"condensin-2 complex subunit G2-like isoform X4"
"linkage group LG4","NC_043000.1",74168499,74369830,"+",115210632,"LOC115210632","-","XP_029635138.1",1107,"condensin-2 complex subunit G2-like isoform X2"
"linkage group LG4","NC_043000.1",74168499,74352847,"+",115210632,"LOC115210632","-","XP_029635139.1",1089,"condensin-2 complex subunit G2-like isoform X3"
"linkage group LG4","NC_043000.1",74226476,74369830,"+",115210632,"LOC115210632","-","XP_029635141.1",997,"condensin-2 complex subunit G2-like isoform X5"
"linkage group LG4","NC_043000.1",74496089,74902782,"+",115210217,"LOC115210217","-","XP_029634547.1",1118,"SLIT-ROBO Rho GTPase-activating protein 3-like isoform X1"
"linkage group LG4","NC_043000.1",74496089,74902782,"+",115210217,"LOC115210217","-","XP_029634548.1",1114,"SLIT-ROBO Rho GTPase-activating protein 3-like isoform X2"
"linkage group LG4","NC_043000.1",74616446,75110055,"+",115210218,"LOC115210218","-","XP_029634549.1",744,"serine/threonine-protein kinase Nek4-like isoform X1"
"linkage group LG4","NC_043000.1",74618804,75110055,"+",115210218,"LOC115210218","-","XP_029634550.1",716,"serine/threonine-protein kinase Nek4-like isoform X2"
"linkage group LG4","NC_043000.1",75203961,75213705,"-",115210872,"LOC115210872","-","XP_029635495.1",146,"protein pinocchio-like"
"linkage group LG4","NC_043000.1",75261504,75416195,"+",115210247,"LOC115210247","-","XP_029634583.1",678,"uncharacterized protein LOC115210247"
"linkage group LG4","NC_043000.1",75545010,75553352,"-",115211127,"LOC115211127","-","XP_029635923.1",2770,"uncharacterized protein LOC115211127"
"linkage group LG4","NC_043000.1",75574356,75576619,"-",115210493,"LOC115210493","-","XP_029634956.1",241,"uncharacterized protein K02A2.6-like"
"linkage group LG4","NC_043000.1",75650708,75651253,"+",115210494,"LOC115210494","-","XP_029634958.1",181,"craniofacial development protein 2-like"
"linkage group LG4","NC_043000.1",75665575,75665961,"+",115210495,"LOC115210495","-","XP_029634959.1",128,"uncharacterized protein LOC115210495"
"linkage group LG4","NC_043000.1",75728128,75805081,"-",115211105,"LOC115211105","-","XP_029635867.1",373,"ras-related GTP-binding protein C-like isoform X2"
"linkage group LG4","NC_043000.1",75728128,75772052,"-",115211105,"LOC115211105","-","XP_029635869.1",372,"ras-related GTP-binding protein C-like isoform X4"
"linkage group LG4","NC_043000.1",75728128,75772052,"-",115211105,"LOC115211105","-","XP_029635866.1",384,"ras-related GTP-binding protein C-like isoform X1"
"linkage group LG4","NC_043000.1",75728128,75769737,"-",115211105,"LOC115211105","-","XP_029635868.1",373,"ras-related GTP-binding protein C-like isoform X3"
"linkage group LG4","NC_043000.1",75950234,75996970,"-",115210496,"LOC115210496","-","XP_029634960.1",502,"kielin/chordin-like protein"
"linkage group LG4","NC_043000.1",76056265,76067301,"-",115210497,"LOC115210497","-","XP_029634961.1",780,"kielin/chordin-like protein"
"linkage group LG4","NC_043000.1",76103010,76107413,"+",115210498,"LOC115210498","-","XP_029634962.1",300,"uncharacterized protein LOC115210498"
"linkage group LG4","NC_043000.1",76107416,76108489,"-",115210500,"LOC115210500","-","XP_029634963.1",357,"uncharacterized protein LOC115210500"
"linkage group LG4","NC_043000.1",76110448,76230549,"-",115210272,"LOC115210272","-","XP_029634623.1",784,"E3 UFM1-protein ligase 1-like"
"linkage group LG4","NC_043000.1",76242611,76250278,"-",115210741,"LOC115210741","-","XP_029635310.1",148,"platelet-activating factor acetylhydrolase-like"
"linkage group LG4","NC_043000.1",76290714,76302456,"-",115211072,"LOC115211072","-","XP_029635821.1",232,"60S ribosomal protein L19-like"
"linkage group LG4","NC_043000.1",76337672,76368407,"+",115210501,"LOC115210501","-","XP_029634964.1",264,"platelet-activating factor acetylhydrolase-like"
"linkage group LG4","NC_043000.1",76443069,76443890,"+",115210502,"LOC115210502","-","XP_029634965.1",273,"uncharacterized protein LOC115210502"
"linkage group LG4","NC_043000.1",76543023,76790630,"+",115210503,"LOC115210503","-","XP_029634967.1",1127,"cytosolic carboxypeptidase 2-like"
"linkage group LG4","NC_043000.1",76812079,76813701,"-",115211067,"LOC115211067","-","XP_029635814.1",74,"zinc finger protein 706-like"
"linkage group LG4","NC_043000.1",76847237,76895130,"+",115210670,"LOC115210670","-","XP_029635191.1",463,"RCC1-like G exchanging factor-like protein"
"linkage group LG4","NC_043000.1",76901943,77094414,"-",115210817,"LOC115210817","-","XP_029635424.1",369,"uncharacterized protein LOC115210817"
"linkage group LG4","NC_043000.1",77419662,77421238,"+",115210504,"LOC115210504","-","XP_029634968.1",283,"uncharacterized protein LOC115210504"
"linkage group LG4","NC_043000.1",77609640,77629096,"-",115210505,"LOC115210505","-","XP_029634969.1",436,"LOW QUALITY PROTEIN: nidogen-1-like"
"linkage group LG4","NC_043000.1",77830993,77831442,"-",115210506,"LOC115210506","-","XP_029634970.1",149,"SCAN domain-containing protein 3-like"
"linkage group LG4","NC_043000.1",77831567,77832109,"-",115210507,"LOC115210507","-","XP_029634971.1",180,"protein FAM200B-like"
"linkage group LG4","NC_043000.1",78199439,78225263,"+",115210508,"LOC115210508","-","XP_029634972.1",605,"monocarboxylate transporter 9-like"
"linkage group LG4","NC_043000.1",78273717,78293902,"+",115210318,"LOC115210318","-","XP_029634703.1",218,"stromal cell-derived factor 2-like"
"linkage group LG4","NC_043000.1",78312117,78339627,"-",115210288,"LOC115210288","-","XP_029634655.1",121,"transmembrane protein 254-like"
"linkage group LG17","NC_043013.1",43052567,43087777,"+",115220782,"LOC115220782","-","XP_029646790.1",825,"SAFB-like transcription modulator"
"linkage group LG17","NC_043013.1",43097871,43121286,"+",115220812,"LOC115220812","-","XP_029646837.1",927,"epsin-like isoform X1"
"linkage group LG17","NC_043013.1",43097871,43121286,"+",115220812,"LOC115220812","-","XP_029646839.1",883,"uncharacterized protein LOC115220812 isoform X3"
"linkage group LG17","NC_043013.1",43097871,43121286,"+",115220812,"LOC115220812","-","XP_029646838.1",915,"epsin-like isoform X2"
"linkage group LG17","NC_043013.1",43125603,43141985,"+",115220958,"LOC115220958","-","XP_029647027.1",467,"tektin-4-like"
"linkage group LG17","NC_043013.1",43153383,43216566,"+",115220742,"LOC115220742","-","XP_029646746.1",1021,"scaffold attachment factor B1-like"
"linkage group LG17","NC_043013.1",43232329,43233855,"-",115221011,"LOC115221011","-","XP_029647088.1",508,"lysine-specific demethylase 8-like"
"linkage group LG17","NC_043013.1",43289040,43331030,"+",115220904,"LOC115220904","-","XP_029646964.1",432,"uncharacterized protein LOC115220904"
"linkage group LG17","NC_043013.1",43335049,43342850,"+",115220743,"LOC115220743","-","XP_029646747.1",263,"uncharacterized protein LOC115220743"
"linkage group LG17","NC_043013.1",43343690,43385445,"-",115220780,"LOC115220780","-","XP_029646788.1",351,"glycerol-3-phosphate dehydrogenase"
"linkage group LG17","NC_043013.1",43447987,43483801,"+",115220744,"LOC115220744","-","XP_029646748.1",452,"b(0,+)-type amino acid transporter 1-like"
"linkage group LG17","NC_043013.1",43500601,43544120,"-",115221086,"LOC115221086","-","XP_029647162.1",463,"centrosomal protein of 70 kDa-like"
"linkage group LG17","NC_043013.1",43547459,43553540,"+",115220745,"LOC115220745","-","XP_029646749.1",181,"fas apoptotic inhibitory molecule 1-like"
"linkage group LG17","NC_043013.1",43575856,43614877,"-",115220848,"LOC115220848","-","XP_029646887.1",476,"WD repeat, SAM and U-box domain-containing protein 1-like"
"linkage group LG17","NC_043013.1",43620014,43663962,"+",115220844,"LOC115220844","-","XP_029646884.1",460,"aspartyl aminopeptidase-like"
"linkage group LG17","NC_043013.1",43756159,43757021,"+",115221013,"LOC115221013","-","XP_029647090.1",142,"uncharacterized protein LOC115221013"
"linkage group LG17","NC_043013.1",43757817,43760520,"-",115220709,"LOC115220709","-","XP_029646719.1",651,"heat shock cognate 71 kDa protein"
"linkage group LG17","NC_043013.1",43851206,44067028,"-",115220746,"LOC115220746","-","XP_029646750.1",1597,"zinc finger protein GLI4-like"
"linkage group LG17","NC_043013.1",44415859,44528411,"-",115220706,"LOC115220706","-","XP_029646714.1",225,"tetraspanin-13-like isoform X1"
"linkage group LG17","NC_043013.1",44429915,44528411,"-",115220706,"LOC115220706","-","XP_029646715.1",225,"tetraspanin-13-like isoform X2"
"linkage group LG17","NC_043013.1",44560242,44588507,"+",115220820,"LOC115220820","-","XP_029646846.1",349,"solute carrier family 25 member 40-like"
"linkage group LG17","NC_043013.1",44594852,44601895,"-",115220917,"LOC115220917","-","XP_029646977.1",273,"GATA zinc finger domain-containing protein 1-like"
"linkage group LG17","NC_043013.1",44907290,44934553,"-",115220889,"LOC115220889","-","XP_029646943.1",1133,"uncharacterized protein LOC115220889"
"linkage group LG17","NC_043013.1",44907290,44934553,"-",115220889,"LOC115220889","-","XP_029646944.1",1133,"uncharacterized protein LOC115220889"
"linkage group LG17","NC_043013.1",44994585,45004134,"-",115220907,"LOC115220907","-","XP_029646967.1",201,"5-demethoxyubiquinone hydroxylase, mitochondrial-like"
"linkage group LG17","NC_043013.1",45023308,45053442,"+",115220932,"LOC115220932","-","XP_029646991.1",835,"protein AF-9-like isoform X1"
"linkage group LG17","NC_043013.1",45023308,45053442,"+",115220932,"LOC115220932","-","XP_029646992.1",806,"protein AF-9-like isoform X2"
"linkage group LG17","NC_043013.1",45099241,45147482,"+",115220940,"LOC115220940","-","XP_029647008.1",678,"uncharacterized protein LOC115220940"
"linkage group LG17","NC_043013.1",45164739,45178959,"-",115220748,"LOC115220748","-","XP_029646751.1",276,"uncharacterized protein LOC115220748"
"linkage group LG17","NC_043013.1",45206450,45251992,"+",115220825,"LOC115220825","-","XP_029646859.1",326,"hypoxia-inducible factor 1-alpha inhibitor-like"
"linkage group LG17","NC_043013.1",45253159,45282987,"-",115220887,"LOC115220887","-","XP_029646940.1",352,"immunoglobulin-binding protein 1-like isoform X1"
"linkage group LG17","NC_043013.1",45256463,45282987,"-",115220887,"LOC115220887","-","XP_029646941.1",343,"immunoglobulin-binding protein 1-like isoform X2"
"linkage group LG17","NC_043013.1",45283047,45292062,"+",115220888,"LOC115220888","-","XP_029646942.1",107,"protein FMC1 homolog"
"linkage group LG17","NC_043013.1",45549179,45680739,"+",115220838,"LOC115220838","-","XP_029646877.1",641,"forkhead box protein K1-like isoform X1"
"linkage group LG17","NC_043013.1",45549179,45680739,"+",115220838,"LOC115220838","-","XP_029646878.1",623,"forkhead box protein K2-like isoform X2"
"linkage group LG17","NC_043013.1",45696340,45724786,"-",115220837,"LOC115220837","-","XP_029646876.1",717,"protein adenylyltransferase SelO, mitochondrial-like"
"linkage group LG17","NC_043013.1",45749810,45776473,"+",115220749,"LOC115220749","-","XP_029646752.1",215,"LOW QUALITY PROTEIN: mucin-1-like, partial"
"linkage group LG17","NC_043013.1",45809696,45818793,"-",115220841,"LOC115220841","-","XP_029646880.1",142,"U24-ctenitoxin-Pn1a-like"
"linkage group LG17","NC_043013.1",46038204,46044922,"-",115220840,"LOC115220840","-","XP_029646879.1",221,"nidogen-2-like"
"linkage group LG17","NC_043013.1",46137179,46161186,"+",115220711,"LOC115220711","-","XP_029646722.1",243,"thyroglobulin-like isoform X2"
"linkage group LG17","NC_043013.1",46150067,46161186,"+",115220711,"LOC115220711","-","XP_029646721.1",247,"thyroglobulin-like isoform X1"
"linkage group LG17","NC_043013.1",46182012,46403255,"-",115220821,"LOC115220821","-","XP_029646849.1",745,"inner centromere protein A-like isoform X3"
"linkage group LG17","NC_043013.1",46182012,46403255,"-",115220821,"LOC115220821","-","XP_029646850.1",738,"inner centromere protein A-like isoform X4"
"linkage group LG17","NC_043013.1",46182012,46403255,"-",115220821,"LOC115220821","-","XP_029646855.1",626,"NGFI-A-binding protein homolog isoform X8"
"linkage group LG17","NC_043013.1",46182012,46403255,"-",115220821,"LOC115220821","-","XP_029646851.1",733,"NGFI-A-binding protein 1-like isoform X5"
"linkage group LG17","NC_043013.1",46182012,46403255,"-",115220821,"LOC115220821","-","XP_029646847.1",750,"inner centromere protein A-like isoform X1"
"linkage group LG17","NC_043013.1",46182012,46391710,"-",115220821,"LOC115220821","-","XP_029646848.1",745,"inner centromere protein A-like isoform X2"
"linkage group LG17","NC_043013.1",46182012,46382955,"-",115220821,"LOC115220821","-","XP_029646852.1",728,"inner centromere protein A-like isoform X6"
"linkage group LG17","NC_043013.1",46182012,46312881,"-",115220821,"LOC115220821","-","XP_029646853.1",708,"inner centromere protein A-like isoform X7"
"linkage group LG17","NC_043013.1",46182012,46312881,"-",115220821,"LOC115220821","-","XP_029646854.1",708,"inner centromere protein A-like isoform X7"
"linkage group LG17","NC_043013.1",47703064,47703411,"-",115220750,"LOC115220750","-","XP_029646753.1",115,"uncharacterized protein LOC115220750"
"linkage group LG17","NC_043013.1",48287104,48444450,"-",115220893,"LOC115220893","-","XP_029646950.1",504,"26S proteasome non-ATPase regulatory subunit 3-like"
"linkage group LG4","NC_043000.1",78403867,78421660,"+",115210816,"LOC115210816","-","XP_029635423.1",490,"tripartite motif-containing protein 3-like"
"linkage group LG4","NC_043000.1",78611930,78627338,"+",115210510,"LOC115210510","-","XP_029634973.1",2149,"balbiani ring protein 3-like"
"linkage group LG4","NC_043000.1",78725632,78729626,"-",115210913,"LOC115210913","-","XP_029635553.1",629,"kielin/chordin-like protein"
"linkage group LG4","NC_043000.1",78763259,78763750,"+",115210511,"LOC115210511","-","XP_029634974.1",163,"uncharacterized protein LOC115210511"
"linkage group LG4","NC_043000.1",78796346,78804534,"+",115210912,"LOC115210912","-","XP_029635552.1",629,"kielin/chordin-like protein"
"linkage group LG4","NC_043000.1",78921738,78928225,"+",115210981,"LOC115210981","-","XP_029635675.1",629,"kielin/chordin-like protein isoform X2"
"linkage group LG4","NC_043000.1",78921738,78927582,"+",115210981,"LOC115210981","-","XP_029635674.1",631,"kielin/chordin-like protein isoform X1"
"linkage group LG4","NC_043000.1",78957052,79022299,"-",115210972,"LOC115210972","-","XP_029635658.1",629,"kielin/chordin-like protein isoform X1"
"linkage group LG4","NC_043000.1",78957052,78963224,"-",115210972,"LOC115210972","-","XP_029635659.1",627,"kielin/chordin-like protein isoform X2"
"linkage group LG4","NC_043000.1",79348035,79408548,"-",115210889,"LOC115210889","-","XP_029635520.1",1523,"E3 ubiquitin-protein ligase HECW2-like"
"linkage group LG4","NC_043000.1",79473704,79508705,"-",115210890,"LOC115210890","-","XP_029635521.1",158,"E3 ubiquitin-protein ligase HECW2-like isoform X1"
"linkage group LG4","NC_043000.1",79479027,79508705,"-",115210890,"LOC115210890","-","XP_029635522.1",126,"uncharacterized protein LOC115210890 isoform X2"
"linkage group LG4","NC_043000.1",79581441,79649184,"+",115210513,"LOC115210513","-","XP_029634976.1",417,"BRCA1-associated RING domain protein 1-like"
"linkage group LG4","NC_043000.1",79655637,79715570,"-",115210404,"LOC115210404","-","XP_029634860.1",836,"elongator complex protein 2-like"
"linkage group LG4","NC_043000.1",79848494,79849174,"-",115210514,"LOC115210514","-","XP_029634977.1",226,"uncharacterized protein LOC115210514"
"linkage group LG4","NC_043000.1",79863249,80349243,"+",115210515,"LOC115210515","-","XP_029634978.1",511,"kinesin-like protein KIF25"
"linkage group LG4","NC_043000.1",80781693,81154602,"+",115210366,"LOC115210366","-","XP_029634790.1",182,"rap guanine nucleotide exchange factor 4-like"
"linkage group LG4","NC_043000.1",81178999,81631345,"+",115210368,"LOC115210368","-","XP_029634791.1",902,"rap guanine nucleotide exchange factor 4-like"
"linkage group LG4","NC_043000.1",81671289,81821805,"-",115210952,"LOC115210952","-","XP_029635609.1",1017,"uncharacterized protein LOC115210952 isoform X2"
"linkage group LG4","NC_043000.1",81671289,81821805,"-",115210952,"LOC115210952","-","XP_029635608.1",1024,"uncharacterized protein LOC115210952 isoform X1"
"linkage group LG4","NC_043000.1",81963490,81964518,"-",115210517,"LOC115210517","-","XP_029634979.1",342,"uncharacterized protein LOC115210517"
"linkage group LG4","NC_043000.1",82893807,82935279,"+",115210814,"LOC115210814","-","XP_029635420.1",636,"heterogeneous nuclear ribonucleoprotein R-like"
"linkage group LG4","NC_043000.1",82893807,82935279,"+",115210814,"LOC115210814","-","XP_029635421.1",636,"heterogeneous nuclear ribonucleoprotein R-like"
"linkage group LG4","NC_043000.1",82961345,82962421,"-",115210636,"LOC115210636","-","XP_029635145.1",358,"DNA repair protein RAD51 homolog 2-like"
"linkage group LG17","NC_043013.1",48468304,48478439,"-",115220955,"LOC115220955","-","XP_029647025.1",278,"protein PRRC1-A-like"
"linkage group LG17","NC_043013.1",48954653,49149077,"+",115220834,"LOC115220834","-","XP_029646873.1",892,"dual 3\\',5\\'-cyclic-AMP and -GMP phosphodiesterase 11A-like"
"linkage group LG17","NC_043013.1",49203790,49326651,"+",115220986,"LOC115220986","-","XP_029647063.1",1223,"contactin-2-like"
"linkage group LG17","NC_043013.1",49334437,49334832,"+",115220751,"LOC115220751","-","XP_029646754.1",131,"protein FAM200B-like"
"linkage group LG17","NC_043013.1",49359337,49473980,"-",115220674,"LOC115220674","-","XP_029646642.1",368,"poly(rC)-binding protein 3-like isoform X5"
"linkage group LG17","NC_043013.1",49366266,49473980,"-",115220674,"LOC115220674","-","XP_029646646.1",364,"poly(rC)-binding protein 3-like isoform X9"
"linkage group LG17","NC_043013.1",49369864,49473980,"-",115220674,"LOC115220674","-","XP_029646645.1",365,"poly(rC)-binding protein 3-like isoform X8"
"linkage group LG17","NC_043013.1",49374665,49473980,"-",115220674,"LOC115220674","-","XP_029646641.1",372,"poly(rC)-binding protein 3-like isoform X4"
"linkage group LG17","NC_043013.1",49375917,49473980,"-",115220674,"LOC115220674","-","XP_029646640.1",416,"poly(rC)-binding protein 3-like isoform X3"
"linkage group LG17","NC_043013.1",49375917,49473980,"-",115220674,"LOC115220674","-","XP_029646639.1",438,"poly(rC)-binding protein 3-like isoform X2"
"linkage group LG17","NC_043013.1",49375917,49473980,"-",115220674,"LOC115220674","-","XP_029646636.1",444,"poly(rC)-binding protein 3-like isoform X1"
"linkage group LG17","NC_043013.1",49375917,49473980,"-",115220674,"LOC115220674","-","XP_029646637.1",444,"poly(rC)-binding protein 3-like isoform X1"
"linkage group LG17","NC_043013.1",49375917,49473980,"-",115220674,"LOC115220674","-","XP_029646638.1",444,"poly(rC)-binding protein 3-like isoform X1"
"linkage group LG17","NC_043013.1",49375917,49444577,"-",115220674,"LOC115220674","-","XP_029646648.1",361,"poly(rC)-binding protein 3-like isoform X11"
